person_age,loan_percent_income,loan_int_rate,person_home_ownership,person_income,loan_status
29,0.29,15.65,RENT,32000,1
30,0.06,15.21,MORTGAGE,65000,0
29,0.23,14.65,RENT,40000,0
35,0.27,10.59,RENT,34000,1
34,0.17,7.88,MORTGAGE,65000,0
30,0.14,10.99,RENT,67000,0
27,0.26,10.99,RENT,36000,1
29,0.17,9.32,RENT,54996,0
28,0.15,11.72,RENT,62000,0
32,0.18,7.88,MORTGAGE,65000,0
32,0.15,8.38,RENT,12000,1
32,0.31,13.62,RENT,30000,1
34,0.09,7.14,MORTGAGE,65000,0
27,0.28,7.51,MORTGAGE,65000,0
27,0.18,11.36,MORTGAGE,65000,0
35,0.31,10.25,MORTGAGE,65000,0
32,0.11,10.99,RENT,83196,0
32,0.08,7.51,MORTGAGE,65000,0
34,0.15,11.36,MORTGAGE,65000,0
29,0.15,15.33,MORTGAGE,65000,0
27,0.3,6.91,RENT,31200,0
33,0.03,7.88,MORTGAGE,65000,0
28,0.13,11.49,RENT,72800,0
32,0.33,14.27,RENT,28800,1
29,0.18,7.51,MORTGAGE,65000,0
34,0.34,10.99,MORTGAGE,59000,1
32,0.33,16.29,RENT,29000,1
28,0.34,15.65,MORTGAGE,65000,0
27,0.16,8.59,MORTGAGE,65000,0
27,0.07,13.92,MORTGAGE,65000,0
32,0.14,10.83,RENT,70000,0
31,0.1,6.54,RENT,95000,0
27,0.37,17.74,MORTGAGE,65000,0
27,0.15,12.53,MORTGAGE,65000,0
27,0.13,10.99,RENT,75000,0
31,0.43,14.59,RENT,21900,1
29,0.15,8.94,MORTGAGE,65000,0
30,0.38,15.65,MORTGAGE,65000,0
34,0.26,8.59,RENT,36000,0
28,0.04,13.22,OWN,65000,0
29,0.31,15.65,MORTGAGE,59000,1
29,0.24,10.99,RENT,40000,0
29,0.25,12.87,MORTGAGE,65000,0
28,0.2,9.63,MORTGAGE,59000,1
34,0.09,8.0,OWN,65000,0
32,0.09,11.58,MORTGAGE,65000,0
29,0.19,10.99,RENT,49000,1
33,0.14,10.99,RENT,70000,0
29,0.13,11.26,RENT,72000,0
28,0.12,10.96,OWN,65000,0
29,0.12,12.84,RENT,77040,0
32,0.1,10.99,RENT,96000,0
30,0.17,8.0,MORTGAGE,59000,1
27,0.49,6.62,RENT,19498,1
33,0.26,9.76,MORTGAGE,65000,0
29,0.25,9.76,MORTGAGE,59000,1
32,0.39,7.14,RENT,24696,1
28,0.02,9.76,OWN,65000,0
34,0.15,10.99,MORTGAGE,65000,0
35,0.38,9.51,MORTGAGE,65000,0
28,0.38,14.27,RENT,25000,1
30,0.23,7.51,MORTGAGE,65004,0
35,0.34,13.57,RENT,28080,1
30,0.02,5.99,MORTGAGE,65004,0
28,0.32,10.99,RENT,30000,1
33,0.29,10.99,RENT,33504,0
28,0.14,5.99,MORTGAGE,65004,0
29,0.29,15.99,RENT,33600,1
29,0.08,6.17,MORTGAGE,65004,0
28,0.28,10.99,RENT,34000,0
33,0.12,11.49,MORTGAGE,65004,0
27,0.26,7.14,RENT,37595,0
30,0.11,8.0,MORTGAGE,65004,0
28,0.14,7.37,MORTGAGE,59004,1
30,0.08,9.63,MORTGAGE,65004,0
28,0.25,7.49,RENT,39000,0
27,0.18,12.09,OWN,65004,0
29,0.18,9.62,MORTGAGE,65061,0
30,0.1,12.87,MORTGAGE,65136,0
34,0.12,6.92,MORTGAGE,65200,0
31,0.11,8.0,MORTGAGE,65200,0
32,0.24,13.48,RENT,40000,0
27,0.08,7.51,MORTGAGE,65304,0
30,0.23,10.99,RENT,41000,0
27,0.23,10.99,RENT,41400,0
28,0.23,7.9,RENT,42000,0
28,0.27,14.61,RENT,36000,1
28,0.17,6.03,MORTGAGE,65500,0
33,0.22,13.16,RENT,44000,0
33,0.21,8.49,RENT,45000,0
30,0.06,12.68,OWN,65600,0
27,0.13,14.84,MORTGAGE,59619,1
27,0.24,10.99,RENT,39996,1
33,0.2,16.29,RENT,48000,0
28,0.18,9.07,RENT,51996,0
31,0.21,14.46,RENT,46000,1
29,0.11,9.91,MORTGAGE,66000,0
29,0.1,15.27,MORTGAGE,60000,1
35,0.05,6.03,MORTGAGE,66000,0
29,0.18,12.73,RENT,53000,0
35,0.14,12.42,MORTGAGE,66000,0
29,0.16,11.48,RENT,58327,0
33,0.16,9.91,RENT,59000,0
27,0.16,10.65,RENT,60000,0
28,0.16,13.57,RENT,60000,0
31,0.06,7.49,MORTGAGE,66000,0
34,0.05,11.99,MORTGAGE,60000,1
29,0.05,5.42,MORTGAGE,66000,0
27,0.13,16.49,MORTGAGE,66000,0
29,0.16,11.66,RENT,60000,0
27,0.18,12.17,RENT,54000,1
33,0.05,10.99,OWN,66000,0
33,0.08,10.99,OWN,66000,0
29,0.05,7.66,MORTGAGE,66000,0
30,0.15,12.42,RENT,65000,0
27,0.15,10.25,RENT,62000,1
28,0.11,5.79,MORTGAGE,60000,1
29,0.42,20.16,MORTGAGE,60000,1
35,0.14,5.42,RENT,70000,0
30,0.13,12.61,RENT,71400,0
27,0.03,15.7,MORTGAGE,60000,1
27,0.12,17.14,RENT,78000,0
27,0.12,12.29,RENT,78000,0
27,0.14,12.73,MORTGAGE,60000,1
30,0.18,7.51,MORTGAGE,66000,0
31,0.12,9.91,RENT,80000,0
27,0.14,8.59,MORTGAGE,66000,0
32,0.12,11.14,RENT,80000,0
30,0.23,11.14,MORTGAGE,66000,0
30,0.09,7.68,MORTGAGE,66000,0
30,0.17,9.32,MORTGAGE,66000,0
31,0.33,16.63,MORTGAGE,66000,0
31,0.15,10.99,MORTGAGE,66000,0
33,0.3,12.61,MORTGAGE,66000,0
27,0.12,10.99,RENT,66300,1
32,0.08,6.03,MORTGAGE,66100,0
30,0.04,13.57,MORTGAGE,66120,0
32,0.09,6.03,MORTGAGE,66300,0
29,0.11,7.88,MORTGAGE,66352,0
31,0.11,11.86,MORTGAGE,66360,0
34,0.08,10.99,RENT,55000,0
29,0.18,6.99,OWN,66500,0
28,0.08,8.0,RENT,55000,0
31,0.06,7.66,MORTGAGE,66500,0
31,0.08,14.91,RENT,55000,1
31,0.07,10.99,RENT,55000,1
30,0.12,7.88,MORTGAGE,66500,0
27,0.24,10.99,MORTGAGE,66500,0
27,0.17,8.88,RENT,56400,0
33,0.14,10.99,MORTGAGE,66500,0
29,0.14,8.94,RENT,71000,0
30,0.11,10.99,RENT,88000,0
35,0.06,5.79,MORTGAGE,66560,0
30,0.04,6.39,MORTGAGE,66560,0
28,0.39,18.25,RENT,25000,1
28,0.23,15.62,MORTGAGE,60675,1
27,0.36,9.63,RENT,27000,1
27,0.34,7.51,RENT,29000,1
27,0.14,7.51,MORTGAGE,66800,0
31,0.3,14.54,RENT,33000,1
28,0.37,10.36,MORTGAGE,66887,0
30,0.22,12.23,MORTGAGE,66888,0
29,0.14,10.99,MORTGAGE,66901,0
33,0.32,12.99,RENT,30784,1
34,0.12,7.88,RENT,86000,0
32,0.12,10.99,MORTGAGE,66996,0
29,0.13,8.94,MORTGAGE,66996,0
34,0.1,7.51,MORTGAGE,67000,0
31,0.04,10.65,MORTGAGE,67000,0
32,0.47,10.99,RENT,21120,1
33,0.46,12.53,RENT,21600,1
27,0.11,15.99,MORTGAGE,61000,1
27,0.06,10.99,MORTGAGE,67000,0
32,0.45,18.39,RENT,22000,1
30,0.15,6.99,MORTGAGE,67000,0
32,0.06,10.99,MORTGAGE,67000,0
33,0.42,8.9,RENT,24000,1
27,0.42,13.23,RENT,24000,1
34,0.1,13.23,MORTGAGE,67000,0
35,0.1,7.14,MORTGAGE,67000,0
35,0.05,7.88,MORTGAGE,67000,0
28,0.21,9.88,MORTGAGE,67000,0
29,0.25,9.88,MORTGAGE,61000,1
28,0.42,12.87,RENT,24000,1
29,0.05,7.51,OWN,67000,0
27,0.42,7.68,RENT,24000,1
29,0.15,7.14,MORTGAGE,67000,0
32,0.15,10.25,MORTGAGE,67000,0
33,0.37,10.99,MORTGAGE,67000,0
27,0.36,14.96,MORTGAGE,67000,0
27,0.41,10.25,RENT,24500,1
27,0.41,10.99,RENT,24600,1
32,0.3,11.83,OWN,67000,0
32,0.4,8.49,RENT,25000,1
34,0.4,7.29,RENT,25000,1
34,0.24,13.22,MORTGAGE,67014,0
27,0.07,10.99,OWN,67068,0
31,0.15,6.03,MORTGAGE,67200,0
29,0.39,11.34,RENT,25368,1
27,0.16,6.91,MORTGAGE,67200,0
34,0.38,12.42,RENT,26000,1
32,0.25,11.03,MORTGAGE,52020,1
29,0.15,11.14,MORTGAGE,67222,0
28,0.02,6.91,MORTGAGE,67386,0
29,0.19,11.49,MORTGAGE,67422,0
27,0.38,10.25,RENT,26400,1
27,0.01,7.4,MORTGAGE,67500,0
27,0.37,15.62,RENT,27000,1
34,0.36,10.37,RENT,27600,1
35,0.15,8.0,MORTGAGE,67641,0
30,0.25,11.58,MORTGAGE,67642,0
34,0.16,7.88,OWN,67656,0
29,0.36,12.84,RENT,28000,1
30,0.34,15.96,MORTGAGE,67692,0
29,0.03,7.43,MORTGAGE,67992,0
28,0.33,17.58,RENT,30000,1
28,0.33,8.9,RENT,30000,1
31,0.12,7.9,OWN,68000,0
27,0.04,14.65,MORTGAGE,68000,0
27,0.33,17.58,RENT,30000,1
35,0.47,19.03,MORTGAGE,68000,0
27,0.29,7.9,OWN,68000,0
29,0.29,8.9,MORTGAGE,68000,0
33,0.26,7.9,MORTGAGE,68000,0
31,0.18,12.69,MORTGAGE,68000,0
34,0.15,16.29,MORTGAGE,68000,0
28,0.04,11.71,MORTGAGE,68000,0
28,0.33,14.54,RENT,30000,1
27,0.33,12.68,RENT,30000,1
27,0.44,15.99,MORTGAGE,68000,0
30,0.09,10.59,MORTGAGE,68000,0
28,0.33,10.38,RENT,30000,1
29,0.06,5.99,MORTGAGE,68000,0
29,0.33,16.82,RENT,30000,1
30,0.33,10.99,RENT,30000,1
28,0.04,5.42,MORTGAGE,68000,0
29,0.07,12.99,MORTGAGE,68000,0
33,0.05,11.99,MORTGAGE,68000,0
31,0.33,13.48,RENT,30000,1
27,0.03,13.8,MORTGAGE,68000,0
31,0.26,10.0,MORTGAGE,68000,0
27,0.33,15.31,RENT,30000,1
35,0.21,9.25,MORTGAGE,62000,1
31,0.33,8.94,RENT,30000,1
30,0.09,13.72,MORTGAGE,68000,0
28,0.33,9.32,RENT,30000,1
31,0.2,7.88,MORTGAGE,68000,0
31,0.33,8.63,RENT,30000,1
33,0.33,11.03,RENT,30000,1
28,0.05,13.23,MORTGAGE,68000,0
28,0.22,10.99,MORTGAGE,68000,0
32,0.09,10.25,MORTGAGE,68000,0
34,0.33,10.37,RENT,30636,1
29,0.04,12.73,MORTGAGE,68000,0
35,0.16,15.33,MORTGAGE,62000,1
29,0.22,12.73,MORTGAGE,68000,0
27,0.16,7.88,MORTGAGE,68000,0
33,0.07,12.18,MORTGAGE,68000,0
29,0.15,7.74,MORTGAGE,68000,0
31,0.15,10.99,OWN,68000,0
33,0.03,12.53,MORTGAGE,68000,0
27,0.32,13.99,RENT,31200,1
29,0.24,11.89,OTHER,68000,0
34,0.22,11.78,MORTGAGE,68000,0
28,0.18,12.09,OWN,68000,0
27,0.32,8.0,RENT,31200,1
29,0.32,7.29,RENT,31500,1
27,0.31,12.42,RENT,32000,1
27,0.09,11.86,MORTGAGE,68004,0
29,0.15,10.99,MORTGAGE,68004,0
31,0.09,10.95,MORTGAGE,68004,0
29,0.05,12.21,MORTGAGE,68004,0
34,0.37,10.99,MORTGAGE,68340,0
31,0.22,11.71,MORTGAGE,68400,0
27,0.07,12.99,OWN,68400,0
27,0.3,10.95,RENT,32890,0
29,0.3,5.79,RENT,32997,0
32,0.3,7.51,RENT,33078,0
27,0.3,11.71,RENT,33200,0
32,0.06,13.11,MORTGAGE,62500,1
27,0.3,14.72,RENT,33600,0
28,0.22,13.85,MORTGAGE,68553,0
28,0.29,15.58,RENT,33900,0
27,0.15,6.92,OWN,68700,0
30,0.29,14.54,RENT,34000,1
32,0.07,10.99,MORTGAGE,68800,0
33,0.29,14.22,RENT,34000,0
28,0.32,6.99,MORTGAGE,68804,0
27,0.29,10.99,MORTGAGE,68808,0
28,0.29,14.74,RENT,34000,0
27,0.34,12.69,RENT,29000,1
28,0.29,16.77,RENT,35000,0
28,0.29,16.29,RENT,35000,0
27,0.29,8.49,RENT,35000,0
28,0.06,9.91,MORTGAGE,69000,0
33,0.34,13.06,RENT,29000,1
30,0.29,5.79,RENT,35000,0
33,0.06,5.99,MORTGAGE,69000,0
27,0.29,9.88,RENT,35000,0
30,0.14,9.99,MORTGAGE,69000,0
33,0.29,13.48,RENT,35000,0
27,0.29,13.48,RENT,35000,0
33,0.1,10.74,MORTGAGE,69000,0
28,0.29,14.61,RENT,35000,0
28,0.14,13.72,MORTGAGE,63000,1
33,0.29,6.54,MORTGAGE,69000,0
29,0.09,11.12,OWN,69000,0
30,0.29,12.21,RENT,35000,0
29,0.2,7.51,MORTGAGE,69000,0
28,0.09,11.86,OWN,69000,0
31,0.34,13.75,RENT,29000,1
34,0.34,11.83,RENT,29004,1
27,0.34,12.99,RENT,29238,1
29,0.22,10.62,MORTGAGE,69000,0
31,0.34,13.87,RENT,29400,1
28,0.14,9.88,MORTGAGE,69000,0
34,0.33,20.9,OWN,63000,1
34,0.28,10.08,RENT,35665,0
28,0.14,8.94,MORTGAGE,69000,0
29,0.28,10.99,RENT,36000,0
28,0.18,14.42,MORTGAGE,63000,1
31,0.28,10.65,RENT,36000,0
29,0.26,12.61,MORTGAGE,69000,0
32,0.28,11.99,RENT,36000,0
28,0.28,11.11,RENT,36000,0
27,0.33,10.74,RENT,30000,1
34,0.22,10.99,MORTGAGE,69500,0
27,0.21,7.49,MORTGAGE,69500,0
27,0.33,10.99,RENT,30000,1
27,0.28,17.19,RENT,36000,0
27,0.09,10.74,MORTGAGE,69592,0
35,0.08,12.42,MORTGAGE,63600,1
33,0.23,11.99,MORTGAGE,69600,0
28,0.28,8.59,RENT,36000,0
27,0.24,10.74,MORTGAGE,69638,0
27,0.21,16.45,OWN,69830,0
32,0.26,11.49,MORTGAGE,69900,0
31,0.33,14.42,RENT,30000,1
28,0.17,7.49,MORTGAGE,69900,0
33,0.09,7.14,MORTGAGE,69930,0
27,0.11,7.66,MORTGAGE,69936,0
27,0.14,10.99,MORTGAGE,69960,0
33,0.05,9.99,MORTGAGE,69996,0
30,0.27,8.9,RENT,36996,0
30,0.27,7.88,RENT,37000,0
29,0.27,12.53,RENT,37000,0
29,0.05,6.39,MORTGAGE,69996,0
27,0.09,10.75,MORTGAGE,69996,0
32,0.26,9.63,RENT,37965,0
30,0.09,14.26,OWN,69996,0
28,0.1,11.83,MORTGAGE,69996,0
28,0.26,8.49,RENT,38000,0
30,0.16,12.21,MORTGAGE,69996,0
33,0.19,10.99,MORTGAGE,64000,1
27,0.26,9.76,RENT,38000,0
35,0.26,9.99,RENT,38004,0
28,0.26,13.61,RENT,38004,0
31,0.26,8.9,MORTGAGE,70000,0
30,0.14,10.99,MORTGAGE,70000,0
30,0.26,10.99,MORTGAGE,70000,0
27,0.26,15.23,RENT,38400,0
34,0.26,7.49,RENT,38400,0
27,0.04,10.99,MORTGAGE,70000,0
27,0.23,7.9,MORTGAGE,70000,0
31,0.04,8.9,MORTGAGE,70000,0
32,0.26,10.39,RENT,38400,0
30,0.15,12.42,MORTGAGE,70000,0
30,0.1,8.9,MORTGAGE,70000,0
28,0.2,16.29,OWN,70000,0
28,0.21,14.65,MORTGAGE,70000,0
35,0.26,10.25,RENT,39000,0
28,0.11,6.62,MORTGAGE,70000,0
34,0.31,19.91,MORTGAGE,70000,0
34,0.25,15.7,RENT,39312,0
32,0.03,14.65,MORTGAGE,70000,0
27,0.07,7.51,MORTGAGE,70000,0
30,0.45,12.69,MORTGAGE,70000,0
27,0.25,15.37,RENT,39996,0
29,0.09,14.27,MORTGAGE,70000,0
27,0.25,10.99,RENT,40000,0
35,0.17,11.71,MORTGAGE,70000,0
27,0.17,9.91,MORTGAGE,70000,0
27,0.08,13.49,MORTGAGE,70000,0
31,0.06,7.9,MORTGAGE,70000,0
30,0.18,10.99,MORTGAGE,70000,0
28,0.07,11.71,MORTGAGE,70000,0
28,0.25,12.42,RENT,40000,0
30,0.11,9.91,MORTGAGE,70000,0
30,0.25,10.65,RENT,40000,0
28,0.08,6.62,MORTGAGE,70000,0
27,0.29,16.77,RENT,34000,1
34,0.07,14.79,MORTGAGE,70000,0
29,0.36,15.62,OWN,70000,0
27,0.29,13.49,RENT,34000,1
33,0.05,5.99,MORTGAGE,70000,0
27,0.08,5.42,MORTGAGE,70000,0
28,0.34,5.99,MORTGAGE,70000,0
33,0.34,7.49,OWN,70000,0
29,0.06,10.99,MORTGAGE,70000,0
35,0.29,11.49,MORTGAGE,70000,0
30,0.14,16.89,MORTGAGE,70000,0
27,0.05,10.99,MORTGAGE,54400,1
27,0.04,5.42,MORTGAGE,70000,0
32,0.04,7.49,OWN,70000,0
33,0.29,15.33,RENT,34000,1
34,0.14,10.99,OWN,70000,0
27,0.25,10.99,RENT,40000,0
27,0.25,11.36,RENT,40000,0
29,0.14,6.99,MORTGAGE,70000,0
29,0.29,12.53,RENT,34000,1
32,0.09,5.42,MORTGAGE,70000,0
27,0.29,15.37,RENT,34000,1
28,0.11,8.49,MORTGAGE,70000,0
28,0.28,12.99,MORTGAGE,54400,1
31,0.09,7.49,MORTGAGE,70000,0
27,0.21,7.49,MORTGAGE,70000,0
29,0.12,11.14,MORTGAGE,70000,0
27,0.47,10.99,MORTGAGE,70000,0
29,0.29,10.99,MORTGAGE,70000,0
31,0.25,11.41,RENT,40000,0
27,0.24,14.27,RENT,40992,0
32,0.2,7.49,MORTGAGE,70000,0
28,0.07,6.99,MORTGAGE,70000,0
34,0.24,13.48,RENT,41300,0
27,0.24,11.09,RENT,41500,0
29,0.1,7.66,MORTGAGE,70000,0
29,0.04,9.63,MORTGAGE,70000,0
27,0.23,15.65,MORTGAGE,54400,1
34,0.09,10.99,MORTGAGE,70000,0
30,0.24,16.11,RENT,42000,0
32,0.06,5.79,MORTGAGE,70000,0
27,0.36,7.66,MORTGAGE,70000,0
29,0.11,10.99,MORTGAGE,70000,0
31,0.42,14.54,MORTGAGE,54400,1
30,0.24,10.99,RENT,42000,0
30,0.24,10.99,RENT,42000,0
27,0.24,10.99,RENT,42000,0
28,0.24,9.32,RENT,42000,0
28,0.24,7.88,RENT,42500,0
27,0.23,12.42,RENT,43000,0
34,0.2,16.4,MORTGAGE,70000,0
28,0.36,15.57,OWN,70000,0
31,0.17,6.91,MORTGAGE,70000,0
31,0.12,6.91,MORTGAGE,70000,0
27,0.03,10.36,OWN,70000,0
27,0.02,5.79,MORTGAGE,70000,0
27,0.01,6.54,MORTGAGE,70000,0
27,0.23,13.98,RENT,43080,0
34,0.29,6.54,MORTGAGE,70000,0
27,0.23,7.49,RENT,43200,0
27,0.11,14.46,MORTGAGE,70000,0
31,0.23,10.74,RENT,43288,0
31,0.06,6.54,MORTGAGE,70000,0
33,0.23,6.92,RENT,43337,0
29,0.19,6.91,OWN,70000,0
30,0.15,6.91,MORTGAGE,70000,0
27,0.23,16.77,RENT,44000,0
30,0.37,6.91,MORTGAGE,54400,1
33,0.2,12.61,MORTGAGE,70000,0
35,0.23,6.54,RENT,44000,0
35,0.26,12.23,RENT,38469,1
29,0.22,12.42,RENT,45000,0
32,0.13,7.14,MORTGAGE,70000,0
30,0.17,7.51,MORTGAGE,70000,0
30,0.22,7.51,RENT,45000,0
34,0.22,11.71,RENT,45000,0
31,0.22,10.65,RENT,45000,0
28,0.09,16.45,MORTGAGE,64000,1
28,0.06,6.39,MORTGAGE,70000,0
28,0.22,9.91,RENT,45000,0
32,0.21,7.88,OWN,70000,0
30,0.14,10.75,MORTGAGE,70000,0
29,0.22,10.99,RENT,45000,0
29,0.06,11.86,MORTGAGE,70000,0
28,0.11,11.49,OWN,70000,0
31,0.11,7.88,MORTGAGE,70000,0
27,0.22,10.99,RENT,45000,0
33,0.08,11.86,MORTGAGE,54400,1
35,0.22,10.36,RENT,45000,0
29,0.29,9.88,MORTGAGE,70000,0
28,0.04,6.39,MORTGAGE,70000,0
30,0.21,12.73,MORTGAGE,70000,0
28,0.26,14.96,RENT,39000,1
31,0.39,10.62,MORTGAGE,64000,1
27,0.22,7.51,RENT,45000,0
27,0.22,14.22,RENT,45000,0
35,0.26,13.16,RENT,39000,1
30,0.09,10.99,MORTGAGE,70000,0
28,0.08,16.07,MORTGAGE,54400,1
29,0.26,14.11,RENT,39000,1
31,0.07,10.62,MORTGAGE,70000,0
31,0.2,7.88,MORTGAGE,70000,0
32,0.14,9.88,MORTGAGE,70000,0
35,0.24,9.88,OWN,70000,0
30,0.16,10.25,MORTGAGE,64000,1
30,0.22,13.36,RENT,45000,0
27,0.17,15.33,MORTGAGE,54400,1
29,0.09,7.88,MORTGAGE,70000,0
29,0.14,13.85,MORTGAGE,70000,0
27,0.22,9.2,RENT,45000,0
34,0.08,10.75,RENT,52800,0
33,0.04,13.57,MORTGAGE,70000,0
31,0.08,13.22,MORTGAGE,64000,1
34,0.41,12.68,RENT,10380,1
28,0.12,16.96,RENT,35000,0
34,0.06,7.74,MORTGAGE,70000,0
28,0.39,11.83,RENT,10800,1
31,0.29,14.17,RENT,14400,1
27,0.11,16.0,MORTGAGE,70000,0
33,0.08,13.57,MORTGAGE,70000,0
28,0.29,12.18,MORTGAGE,70000,0
30,0.25,20.89,RENT,39600,1
31,0.03,7.4,MORTGAGE,70000,0
29,0.07,11.14,OTHER,70000,0
28,0.21,16.0,MORTGAGE,70000,0
27,0.09,10.99,MORTGAGE,64000,1
27,0.22,10.99,RENT,45996,0
32,0.22,10.59,RENT,46000,0
35,0.22,17.14,RENT,46000,0
31,0.22,7.51,RENT,46000,0
29,0.25,13.16,RENT,40000,1
27,0.22,9.32,RENT,46000,0
27,0.21,12.84,OWN,70000,0
28,0.14,15.23,RENT,30000,0
34,0.14,5.79,RENT,30000,0
33,0.29,12.84,MORTGAGE,70000,0
27,0.14,12.53,RENT,30000,0
35,0.14,14.79,RENT,30996,0
28,0.23,9.63,OTHER,64000,1
31,0.13,9.99,RENT,31500,0
27,0.13,8.0,RENT,32000,0
28,0.13,10.0,RENT,33600,0
27,0.12,10.99,RENT,35000,0
30,0.12,14.27,RENT,36000,0
34,0.38,10.71,MORTGAGE,64000,1
28,0.08,10.99,MORTGAGE,70000,0
28,0.07,7.43,MORTGAGE,70000,0
29,0.07,5.99,MORTGAGE,70008,0
30,0.1,12.68,RENT,40000,0
33,0.07,11.71,MORTGAGE,70116,0
28,0.1,7.51,RENT,40000,0
32,0.06,7.51,MORTGAGE,70197,0
27,0.09,7.29,MORTGAGE,70200,0
28,0.05,6.62,OWN,70254,0
28,0.09,11.11,MORTGAGE,70356,0
27,0.02,10.99,MORTGAGE,70392,0
32,0.18,7.88,MORTGAGE,70400,0
27,0.21,10.99,MORTGAGE,70400,0
27,0.1,10.74,RENT,43200,0
32,0.3,13.11,MORTGAGE,64500,1
28,0.06,13.79,MORTGAGE,64500,1
27,0.09,10.74,RENT,48000,0
34,0.14,11.26,MORTGAGE,70596,0
33,0.02,10.65,MORTGAGE,70632,0
30,0.09,11.48,RENT,48500,0
32,0.08,7.51,RENT,52000,0
32,0.08,13.23,RENT,52000,0
28,0.28,12.21,MORTGAGE,70834,0
35,0.08,11.71,RENT,53000,0
28,0.35,15.37,MORTGAGE,70900,0
28,0.11,6.03,MORTGAGE,70920,0
32,0.08,13.98,RENT,53500,0
29,0.08,15.95,RENT,54996,0
29,0.08,10.99,RENT,55044,0
28,0.17,8.49,MORTGAGE,71000,0
30,0.08,9.91,RENT,50650,1
33,0.07,11.49,MORTGAGE,71000,0
32,0.2,6.99,MORTGAGE,71000,0
31,0.07,8.49,RENT,60000,0
29,0.07,8.63,RENT,60000,0
33,0.14,5.79,MORTGAGE,71000,0
33,0.11,12.68,MORTGAGE,71000,0
29,0.15,13.43,MORTGAGE,71000,0
28,0.28,10.99,MORTGAGE,71000,0
27,0.08,14.26,RENT,55512,1
35,0.07,7.29,RENT,61600,0
32,0.06,14.79,RENT,65000,0
29,0.2,7.14,OWN,71000,0
33,0.08,14.72,MORTGAGE,71000,0
29,0.06,7.14,MORTGAGE,71000,0
27,0.07,11.99,RENT,53550,1
32,0.07,10.99,RENT,64000,1
27,0.06,10.99,RENT,71000,0
34,0.06,14.61,RENT,70000,1
30,0.05,5.99,RENT,85000,0
28,0.14,12.21,MORTGAGE,71000,0
27,0.05,5.42,RENT,93000,0
29,0.17,11.71,RENT,25000,0
28,0.35,18.62,MORTGAGE,71007,0
34,0.07,14.91,RENT,59000,1
31,0.21,8.32,RENT,19200,1
27,0.13,6.54,MORTGAGE,71352,0
34,0.07,10.99,RENT,55000,0
27,0.21,10.99,MORTGAGE,71500,0
29,0.08,9.63,MORTGAGE,71500,0
28,0.21,11.49,MORTGAGE,71500,0
35,0.27,10.99,MORTGAGE,71500,0
28,0.33,10.99,RENT,12000,1
27,0.13,13.8,MORTGAGE,71700,0
27,0.16,9.63,MORTGAGE,71738,0
31,0.21,11.99,RENT,47000,0
28,0.21,9.99,RENT,47200,0
31,0.21,15.96,RENT,47500,0
27,0.31,17.58,MORTGAGE,72000,0
31,0.04,9.91,MORTGAGE,66000,1
28,0.24,10.99,RENT,41500,1
34,0.18,6.03,OWN,72000,0
29,0.21,7.49,RENT,47800,0
34,0.14,13.49,MORTGAGE,72000,0
31,0.24,11.71,RENT,42000,1
27,0.14,7.9,MORTGAGE,72000,0
28,0.06,6.62,MORTGAGE,72000,0
27,0.29,8.9,MORTGAGE,72000,0
30,0.18,11.71,MORTGAGE,66000,1
29,0.21,13.8,RENT,48000,0
34,0.08,10.99,MORTGAGE,72000,0
29,0.19,10.65,MORTGAGE,72000,0
27,0.24,6.03,MORTGAGE,72000,0
29,0.24,15.21,RENT,42000,1
31,0.03,7.51,MORTGAGE,72000,0
27,0.21,10.99,MORTGAGE,72000,0
28,0.39,15.96,MORTGAGE,72000,0
29,0.21,7.51,RENT,48000,0
27,0.09,6.03,MORTGAGE,72000,0
27,0.14,6.62,OWN,72000,0
27,0.19,12.42,MORTGAGE,72000,0
31,0.14,6.62,MORTGAGE,72000,0
35,0.18,6.62,MORTGAGE,72000,0
29,0.21,10.62,RENT,48000,0
27,0.21,10.62,RENT,48000,0
28,0.21,13.48,RENT,48000,0
27,0.21,5.42,MORTGAGE,72000,0
34,0.21,15.7,RENT,48000,0
30,0.21,12.87,RENT,48000,0
30,0.21,12.18,RENT,48000,0
30,0.07,13.49,MORTGAGE,72000,0
29,0.15,6.99,MORTGAGE,72000,0
30,0.19,6.99,MORTGAGE,72000,0
27,0.13,13.99,MORTGAGE,72000,0
33,0.07,6.99,MORTGAGE,72000,0
31,0.22,10.99,OWN,72000,0
27,0.17,9.99,OWN,72000,0
30,0.04,9.99,MORTGAGE,72000,0
33,0.06,5.42,MORTGAGE,72000,0
28,0.21,10.08,RENT,48000,0
27,0.09,10.99,MORTGAGE,72000,0
29,0.17,11.49,MORTGAGE,72000,0
29,0.23,15.62,MORTGAGE,72000,0
28,0.15,8.49,MORTGAGE,56100,1
27,0.14,10.99,MORTGAGE,72000,0
27,0.1,11.49,MORTGAGE,72000,0
31,0.1,5.42,MORTGAGE,72000,0
30,0.17,13.49,MORTGAGE,66000,1
30,0.13,15.23,MORTGAGE,72000,0
27,0.2,10.74,RENT,49800,0
35,0.21,10.59,MORTGAGE,72000,0
30,0.08,11.99,MORTGAGE,72000,0
32,0.33,6.92,MORTGAGE,72000,0
30,0.14,10.0,MORTGAGE,72000,0
29,0.31,7.29,MORTGAGE,72000,0
35,0.2,9.91,RENT,50000,0
